Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls90,Ast90,G+A90,G-PK90,G+A-PK90,xG90,xAG90,xG+xAG90,npxG90,npxG+xAG90,Weekly Wages,Annual Wages,Cluster
Donovan Léon,GUF,GK,Auxerre,Ligue 1,29,1992,2,2,180.0,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10935,568600,1
Sergio León,ESP,FW,Valladolid,La Liga,33,1989,29,14,1334.0,14.8,6,1,7,5,1,2,0,1,3.9,2.3,1.2,3.5,21.0,22.0,75.0,0.4,0.07,0.47,0.34,0.4,0.26,0.08,0.34,0.16,0.23,21028,1093461,0
Johann Lepenant,FRA,MF,Lyon,Ligue 1,19,2002,31,21,1933.0,21.5,1,2,3,1,0,0,4,0,0.9,0.9,1.2,2.0,20.0,125.0,44.0,0.05,0.09,0.14,0.05,0.14,0.04,0.05,0.09,0.04,0.09,15140,787292,0
Mehdi Léris,ALG,MF,Sampdoria,Serie A,24,1998,32,29,2460.0,27.3,1,1,2,1,0,0,13,0,3.4,3.4,1.8,5.2,56.0,62.0,165.0,0.04,0.04,0.07,0.04,0.07,0.13,0.07,0.19,0.13,0.19,10935,568600,2
Jefferson Lerma,COL,MF,Bournemouth, Premier League,27,1994,37,37,3252.0,36.1,5,0,5,5,0,0,7,0,2.6,2.6,2.3,4.9,22.0,142.0,30.0,0.14,0.0,0.14,0.14,0.14,0.07,0.06,0.14,0.07,0.14,69905,3635081,2
Benjamin Leroy,FRA,GK,Ajaccio,Ligue 1,33,1989,32,32,2798.0,31.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6098,317104,2
Léo Leroy,FRA,MF,Montpellier,Ligue 1,22,2000,27,14,1192.0,13.2,0,0,0,0,0,0,7,0,1.1,1.1,0.9,2.0,14.0,61.0,25.0,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.15,0.08,0.15,5467,284300,0
Alexandre Letellier,FRA,GK,Paris S-G,Ligue 1,31,1990,1,0,11.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12617,656076,1
Robert Lewandowski,POL,FW,Barcelona,La Liga,33,1988,34,33,2847.0,31.6,23,7,30,23,0,1,4,1,24.3,23.5,6.3,29.8,52.0,100.0,248.0,0.73,0.22,0.95,0.73,0.95,0.77,0.2,0.97,0.74,0.94,438015,22776784,2
Jamie Leweling,GER,FW,Union Berlin,Bundesliga,21,2001,16,0,265.0,2.9,1,1,2,1,0,0,1,0,0.7,0.7,0.3,0.9,8.0,4.0,24.0,0.34,0.34,0.68,0.34,0.68,0.22,0.09,0.32,0.22,0.32,21449,1115330,1
Jamal Lewis, NIR,DF,Newcastle Utd, Premier League,24,1998,2,0,11.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48298,2511510,1
Keane Lewis-Potter, ENG,FW,Brentford, Premier League,21,2001,10,3,321.0,3.6,0,1,1,0,0,0,0,0,0.5,0.5,1.2,1.7,8.0,6.0,39.0,0.0,0.28,0.28,0.0,0.28,0.14,0.35,0.49,0.14,0.49,44485,2313233,1
Dimitri Liénard,FRA,DF,Strasbourg,Ligue 1,34,1988,28,18,1543.0,17.1,0,0,0,0,0,0,4,0,0.6,0.6,2.0,2.7,24.0,67.0,111.0,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.15,0.04,0.15,12827,667011,0
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,26,1996,29,27,2498.0,27.8,1,0,1,1,0,0,3,0,1.4,1.4,0.3,1.7,16.0,79.0,4.0,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06,14299,743553,2
Matthijs de Ligt,NED,DF,Bayern Munich,Bundesliga,22,1999,31,27,2403.0,26.7,3,1,4,3,0,0,4,0,1.1,1.1,0.5,1.6,17.0,143.0,14.0,0.11,0.04,0.15,0.11,0.15,0.04,0.02,0.06,0.04,0.06,336449,17495370,2
Dimitris Limnios,GRE,FW,Köln,Bundesliga,24,1998,2,0,39.0,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21,0.26,0.05,0.26,7780,404580,1
Victor Lindelöf,SWE,DF,Manchester Utd, Premier League,28,1994,20,14,1365.0,15.2,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,3.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,152521,7931085,0
Jesper Lindstrøm,DEN,MF,Eint Frankfurt,Bundesliga,22,2000,27,22,1679.0,18.7,7,2,9,7,0,0,2,0,5.9,5.9,2.8,8.8,65.0,33.0,136.0,0.38,0.11,0.48,0.38,0.48,0.32,0.15,0.47,0.32,0.47,34486,1793275,0
Karol Linetty,POL,MF,Torino,Serie A,27,1995,32,22,1886.0,21.0,1,0,1,1,0,0,8,0,1.0,1.0,0.9,1.9,27.0,73.0,32.0,0.05,0.0,0.05,0.05,0.05,0.05,0.04,0.09,0.05,0.09,54463,2832063,0
Jesse Lingard, ENG,FW,Nott'ham Forest, Premier League,29,1992,17,12,923.0,10.3,0,0,0,0,0,0,1,0,1.0,1.0,0.7,1.7,11.0,33.0,38.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17,101681,5287390,1
Pol Lirola,ESP,DF,Elche,La Liga,24,1997,12,7,628.0,7.0,1,0,1,1,0,0,1,0,0.2,0.2,0.7,0.9,21.0,19.0,35.0,0.14,0.0,0.14,0.14,0.14,0.03,0.1,0.12,0.03,0.12,21028,1093461,1
Mateusz Lis,POL,GK,Troyes,Ligue 1,25,1997,9,8,751.0,8.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6308,328038,1
Marcin Listkowski,POL,MF,Lecce,Serie A,24,1998,5,0,77.0,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,4626,240561,1
Valentino Livramento, ENG,DF,Southampton, Premier League,19,2002,2,0,28.0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10168,528739,1
Dejan Ljubicic,AUT,MF,Köln,Bundesliga,24,1997,27,20,1710.0,19.0,5,1,6,4,1,1,3,0,3.3,2.6,2.1,4.7,37.0,65.0,95.0,0.26,0.05,0.32,0.21,0.26,0.18,0.11,0.29,0.13,0.24,20397,1060657,0
Diego Llorente,ESP,DF,Leeds United, Premier League,28,1993,8,7,649.0,7.2,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,2.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,57195,2974157,1
Marcos Llorente,ESP,MF,Atlético Madrid,La Liga,27,1995,22,21,1703.0,18.9,1,2,3,1,0,0,5,0,2.1,2.1,3.8,6.0,64.0,88.0,139.0,0.05,0.11,0.16,0.05,0.16,0.11,0.2,0.32,0.11,0.32,44159,2296267,0
Hugo Lloris,FRA,GK,Tottenham, Premier League,35,1986,25,25,2205.0,24.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127101,6609237,2
Giovani Lo Celso,ARG,MF,Villarreal,La Liga,26,1996,22,14,1126.0,12.5,2,3,5,2,0,0,3,0,2.5,2.5,3.3,5.8,35.0,97.0,70.0,0.16,0.24,0.4,0.16,0.4,0.2,0.26,0.46,0.2,0.46,86636,4505058,0
Stanislav Lobotka,SVK,MF,Napoli,Serie A,27,1994,38,34,3101.0,34.5,1,1,2,1,0,0,2,0,0.6,0.6,1.0,1.6,51.0,172.0,39.0,0.03,0.03,0.06,0.03,0.06,0.02,0.03,0.05,0.02,0.05,43108,2241594,2
Manuel Locatelli,ITA,MF,Juventus,Serie A,24,1998,32,29,2446.0,27.2,0,2,2,0,0,0,8,0,1.5,1.5,1.8,3.2,25.0,134.0,37.0,0.0,0.07,0.07,0.0,0.07,0.05,0.07,0.12,0.05,0.12,116916,6079641,2
Luka Lochoshvili,GEO,DF,Cremonese,Serie A,24,1998,25,22,1839.0,20.4,1,2,3,1,0,0,4,0,0.6,0.6,1.1,1.7,17.0,70.0,5.0,0.05,0.1,0.15,0.05,0.15,0.03,0.05,0.08,0.03,0.08,13458,699815,0
Banzouzi Locko,FRA,DF,Reims,Ligue 1,20,2002,15,13,1059.0,11.8,0,0,0,0,0,0,3,1,0.2,0.2,0.5,0.7,31.0,55.0,39.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.06,0.02,0.06,841,43738,0
Renan Lodi,BRA,DF,Nott'ham Forest, Premier League,24,1998,28,26,2214.0,24.6,0,1,1,0,0,0,7,0,1.0,1.0,1.2,2.1,24.0,31.0,70.0,0.0,0.04,0.04,0.0,0.04,0.04,0.05,0.09,0.04,0.09,76260,3965542,2
Ruben Loftus-Cheek, ENG,MF,Chelsea, Premier League,26,1996,25,19,1536.0,17.1,0,1,1,0,0,0,1,0,0.8,0.8,1.5,2.4,56.0,90.0,86.0,0.0,0.06,0.06,0.0,0.06,0.05,0.09,0.14,0.05,0.14,152521,7931085,0
Sean Longstaff, ENG,MF,Newcastle Utd, Premier League,24,1997,33,28,2518.0,28.0,1,4,5,1,0,0,2,0,3.6,3.6,3.3,6.9,21.0,116.0,115.0,0.04,0.14,0.18,0.04,0.18,0.13,0.12,0.25,0.13,0.25,63550,3304619,2
Ademola Lookman,NGA,FW,Atalanta,Serie A,24,1997,31,20,1729.0,19.2,13,6,19,10,3,3,3,0,9.1,6.7,6.6,13.3,73.0,79.0,185.0,0.68,0.31,0.99,0.52,0.83,0.47,0.34,0.82,0.35,0.69,48575,2525894,0
Anthony Lopes,POR,GK,Lyon,Ligue 1,31,1990,32,32,2816.0,31.3,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100935,5248611,2
Rony Lopes,POR,MF,Troyes,Ligue 1,26,1995,32,29,2346.0,26.1,7,5,12,7,0,0,2,0,4.9,4.9,4.9,9.8,61.0,97.0,117.0,0.27,0.19,0.46,0.27,0.46,0.19,0.19,0.38,0.19,0.38,46262,2405613,2
David López,ESP,DF,Girona,La Liga,32,1989,20,19,1652.0,18.4,3,1,4,3,0,0,5,0,1.5,1.5,0.6,2.1,18.0,54.0,4.0,0.16,0.05,0.22,0.16,0.22,0.08,0.03,0.12,0.08,0.12,74860,3892720,0
Diego López,ESP,GK,Rayo Vallecano,La Liga,40,1981,2,1,96.0,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10514,546730,1
Maxime Lopez,FRA,MF,Sassuolo,Serie A,24,1997,30,25,2296.0,25.5,0,0,0,0,0,0,11,0,1.0,1.0,2.1,3.1,54.0,210.0,40.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.12,0.04,0.12,16192,841965,2
Pau López,ESP,GK,Marseille,Ligue 1,27,1994,33,32,2925.0,32.5,0,2,2,0,0,0,3,0,0.0,0.0,0.4,0.4,0.0,2.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.01,0.01,0.0,0.01,80958,4209823,2
Unai López,ESP,MF,Rayo Vallecano,La Liga,26,1995,34,12,1254.0,13.9,1,2,3,1,0,0,2,0,1.3,1.3,1.4,2.7,17.0,98.0,43.0,0.07,0.14,0.22,0.07,0.22,0.09,0.1,0.19,0.09,0.19,11355,590469,0
Dion Lopy,SEN,MF,Reims,Ligue 1,20,2002,29,16,1379.0,15.3,0,1,1,0,0,0,6,2,0.9,0.9,1.6,2.5,17.0,101.0,38.0,0.0,0.07,0.07,0.0,0.07,0.06,0.1,0.16,0.06,0.16,2103,109346,0
Anthony Losilla,FRA,MF,Bochum,Bundesliga,36,1986,31,31,2720.0,30.2,2,2,4,2,0,0,6,1,1.9,1.9,2.2,4.1,13.0,93.0,42.0,0.07,0.07,0.13,0.07,0.13,0.06,0.07,0.14,0.06,0.14,19346,1005984,2
Jordan Lotomba,SUI,DF,Nice,Ligue 1,23,1998,33,27,2453.0,27.3,0,2,2,0,0,0,4,0,0.9,0.9,0.9,1.8,82.0,106.0,99.0,0.0,0.07,0.07,0.0,0.07,0.03,0.03,0.07,0.03,0.07,15981,831030,2
Matteo Lovato,ITA,DF,Salernitana,Serie A,22,2000,17,8,814.0,9.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19556,1016918,1
Sandi Lovrić,SVN,MF,Udinese,Serie A,24,1998,37,28,2335.0,25.9,5,6,11,5,0,0,4,0,4.8,4.8,3.2,8.0,42.0,105.0,90.0,0.19,0.23,0.42,0.19,0.42,0.18,0.12,0.31,0.18,0.31,18925,984115,2
Jamal Lowe,JAM,MF,Bournemouth, Premier League,28,1994,2,0,12.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15252,793108,1
Anthony Lozano,HON,FW,Cádiz,La Liga,29,1993,28,14,1443.0,16.0,1,1,2,1,0,0,6,0,2.7,2.7,0.8,3.5,19.0,28.0,58.0,0.06,0.06,0.12,0.06,0.12,0.17,0.05,0.22,0.17,0.22,13037,677946,0
Hirving Lozano,MEX,FW,Napoli,Serie A,27,1995,32,20,1605.0,17.8,3,3,6,2,1,1,3,0,5.4,4.6,3.3,7.9,86.0,49.0,190.0,0.17,0.17,0.34,0.11,0.28,0.3,0.19,0.49,0.26,0.45,107874,5609453,0
Pol Lozano,ESP,MF,Espanyol,La Liga,22,1999,4,0,17.0,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3785,196823,1
Jean Lucas,BRA,MF,Monaco,Ligue 1,24,1998,6,3,291.0,3.2,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,5.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.19,0.05,0.23,0.19,0.23,16822,874768,1
Jhon Lucumí,COL,DF,Bologna,Serie A,24,1998,33,33,2900.0,32.2,0,1,1,0,0,0,8,0,0.7,0.7,0.4,1.0,37.0,84.0,6.0,0.0,0.03,0.03,0.0,0.03,0.02,0.01,0.03,0.02,0.03,20187,1049722,2
José Luis Gayà,ESP,DF,Valencia,La Liga,27,1995,31,31,2709.0,30.1,1,3,4,1,0,1,4,0,1.9,1.1,5.5,6.5,74.0,124.0,200.0,0.03,0.1,0.13,0.03,0.13,0.06,0.18,0.24,0.04,0.22,122594,6374875,2
José Luis Morales,ESP,FW,Villarreal,La Liga,35,1987,29,11,1211.0,13.5,7,0,7,7,0,0,2,0,6.5,6.5,1.6,8.2,40.0,15.0,92.0,0.52,0.0,0.52,0.52,0.52,0.49,0.12,0.61,0.49,0.61,31542,1640191,0
José Luis Palomino,ARG,DF,Atalanta,Serie A,32,1990,15,8,759.0,8.4,1,0,1,1,0,0,4,0,0.5,0.5,0.3,0.8,3.0,29.0,3.0,0.12,0.0,0.12,0.12,0.12,0.06,0.03,0.1,0.06,0.1,31122,1618322,1
Douglas Luiz,BRA,MF,Aston Villa, Premier League,24,1998,37,33,2927.0,32.5,6,6,12,6,0,0,6,1,2.8,2.8,4.4,7.2,48.0,148.0,35.0,0.18,0.18,0.37,0.18,0.37,0.09,0.14,0.22,0.09,0.22,95326,4956928,2
Romelu Lukaku,BEL,FW,Inter,Serie A,29,1993,25,19,1660.0,18.4,10,6,16,8,2,2,1,0,9.0,7.4,4.1,11.5,34.0,41.0,159.0,0.54,0.33,0.87,0.43,0.76,0.49,0.22,0.71,0.4,0.62,229206,11918721,0
Castello Lukeba,FRA,DF,Lyon,Ligue 1,19,2002,34,33,2986.0,33.2,2,0,2,2,0,0,9,1,1.2,1.2,0.3,1.4,24.0,166.0,9.0,0.06,0.0,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04,2103,109346,2
Dodi Lukebakio,BEL,FW,Hertha BSC,Bundesliga,24,1997,32,27,2397.0,26.6,11,3,14,6,5,5,8,0,8.6,4.7,4.4,9.1,96.0,42.0,178.0,0.41,0.11,0.53,0.23,0.34,0.32,0.16,0.49,0.18,0.34,52570,2733652,2
Saša Lukić,SRB,MF,Fulham, Premier League,25,1996,12,4,412.0,4.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,8.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,27337,1421499,1
Andriy Lunin,UKR,GK,Real Madrid,La Liga,23,1999,7,7,630.0,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59089,3072624,1
Andrey Lunyov,RUS,GK,Leverkusen,Bundesliga,30,1991,1,1,90.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26075,1355891,1
Sebastiano Luperto,ITA,DF,Empoli,Serie A,25,1996,36,36,3135.0,34.8,2,0,2,2,0,0,4,2,1.2,1.2,0.6,1.9,13.0,72.0,3.0,0.06,0.0,0.06,0.06,0.06,0.04,0.02,0.05,0.04,0.05,50678,2635240,2
Lyanco,BRA,DF,Southampton, Premier League,25,1997,21,11,1180.0,13.1,1,1,2,1,0,0,4,0,0.6,0.6,0.5,1.0,13.0,35.0,4.0,0.08,0.08,0.15,0.08,0.15,0.04,0.04,0.08,0.04,0.08,44485,2313233,0
Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,28,1993,21,11,1108.0,12.3,2,0,2,2,0,0,3,0,0.8,0.8,1.5,2.3,32.0,60.0,47.0,0.16,0.0,0.16,0.16,0.16,0.06,0.12,0.19,0.06,0.19,19556,1016918,0
Youssouf M'Changama,COM,MF,Auxerre,Ligue 1,31,1990,26,11,1081.0,12.0,0,0,0,0,0,0,1,0,0.6,0.6,0.9,1.5,17.0,49.0,35.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.12,0.05,0.12,10093,524861,0
Awer Mabil,AUS,MF,Cádiz,La Liga,26,1995,5,1,165.0,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.09,0.09,0.09,8201,426450,1
Alexis Mac Allister,ARG,MF,Brighton, Premier League,23,1998,35,31,2886.0,32.1,10,2,12,4,6,6,8,0,12.1,7.3,4.3,11.6,69.0,174.0,77.0,0.31,0.06,0.37,0.12,0.19,0.38,0.13,0.51,0.23,0.36,63550,3304619,2
Deiver Machado,COL,DF,Lens,Ligue 1,28,1993,33,26,2184.0,24.3,4,3,7,4,0,0,5,1,1.2,1.2,2.8,4.1,59.0,54.0,131.0,0.16,0.12,0.29,0.16,0.29,0.05,0.12,0.17,0.05,0.17,7150,371777,2
James Maddison, ENG,MF,Leicester City, Premier League,25,1996,30,28,2480.0,27.6,10,9,19,9,1,2,10,0,8.7,6.6,9.3,16.0,77.0,151.0,155.0,0.36,0.33,0.69,0.33,0.65,0.31,0.34,0.65,0.24,0.58,139811,7270161,2
Pablo Maffeo,ESP,DF,Mallorca,La Liga,25,1997,35,34,2975.0,33.1,2,4,6,2,0,0,6,1,1.8,1.8,3.0,4.8,67.0,61.0,134.0,0.06,0.12,0.18,0.06,0.18,0.05,0.09,0.14,0.05,0.14,20608,1071591,2
Giulio Maggiore,ITA,MF,Salernitana,Serie A,24,1998,16,11,894.0,9.9,0,0,0,0,0,0,2,0,0.5,0.5,0.5,0.9,7.0,53.0,13.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1,38902,2022902,1
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,26,1995,24,19,1532.0,17.0,0,1,1,0,0,0,7,1,0.5,0.5,0.2,0.7,5.0,32.0,5.0,0.0,0.06,0.06,0.0,0.06,0.03,0.01,0.04,0.03,0.04,23341,1213741,0
Hugo Magnetti,FRA,MF,Brest,Ligue 1,24,1998,32,19,1688.0,18.8,1,2,3,1,0,0,2,0,0.8,0.8,0.6,1.5,32.0,70.0,27.0,0.05,0.11,0.16,0.05,0.16,0.05,0.03,0.08,0.05,0.08,1051,54673,0
Yohann Magnin,FRA,MF,Clermont Foot,Ligue 1,25,1997,38,25,2399.0,26.7,0,0,0,0,0,0,6,0,1.1,1.1,2.3,3.3,14.0,121.0,56.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,3785,196823,2
Harry Maguire, ENG,DF,Manchester Utd, Premier League,29,1993,16,8,767.0,8.5,0,0,0,0,0,0,4,0,0.3,0.3,0.0,0.4,8.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,241491,12557551,1
Riyad Mahrez,ALG,FW,Manchester City, Premier League,31,1991,30,22,1920.0,21.3,5,10,15,4,1,1,2,0,5.5,4.7,7.0,11.8,78.0,76.0,242.0,0.23,0.47,0.7,0.19,0.66,0.26,0.33,0.59,0.22,0.55,203361,10574780,0
Arne Maier,GER,MF,Augsburg,Bundesliga,23,1999,30,24,1960.0,21.8,5,1,6,5,0,0,3,0,1.6,1.6,1.8,3.4,32.0,66.0,77.0,0.23,0.05,0.28,0.23,0.28,0.07,0.08,0.16,0.07,0.16,21028,1093461,0
Mike Maignan,FRA,GK,Milan,Serie A,27,1995,22,22,1978.0,22.0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,75491,3925524,0
Linton Maina,GER,FW,Köln,Bundesliga,23,1999,33,27,2239.0,24.9,3,7,10,3,0,0,1,0,4.6,4.6,5.9,10.5,90.0,61.0,173.0,0.12,0.28,0.4,0.12,0.4,0.19,0.24,0.42,0.19,0.42,7570,393646,2
Ainsley Maitland-Niles, ENG,DF,Southampton, Premier League,24,1997,22,13,1407.0,15.6,0,0,0,0,0,0,3,0,0.0,0.0,0.7,0.7,15.0,57.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,44485,2313233,0
Lovro Majer,CRO,MF,Rennes,Ligue 1,24,1998,32,18,1668.0,18.5,2,5,7,1,1,1,3,0,3.3,2.5,4.4,7.0,66.0,134.0,115.0,0.11,0.27,0.38,0.05,0.32,0.18,0.24,0.42,0.14,0.38,32804,1705799,0
Jean-Victor Makengo,FRA,MF,Udinese,Serie A,24,1998,16,11,805.0,8.9,0,1,1,0,0,0,2,0,0.4,0.4,0.5,0.8,18.0,36.0,31.0,0.0,0.11,0.11,0.0,0.11,0.04,0.05,0.09,0.04,0.09,7991,415515,1
Béni Makouana,CGO,FW,Montpellier,Ligue 1,19,2002,8,1,198.0,2.2,0,0,0,0,0,0,1,0,0.8,0.8,0.0,0.8,9.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.37,0.01,0.38,0.37,0.38,631,32804,1
Nemanja Maksimović,SRB,MF,Getafe,La Liga,27,1995,29,26,2053.0,22.8,0,0,0,0,0,0,3,0,1.8,1.8,0.6,2.3,13.0,42.0,29.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.1,0.08,0.1,43738,2274398,0
Tyrell Malacia,NED,DF,Manchester Utd, Premier League,22,1999,22,14,1396.0,15.5,0,0,0,0,0,0,6,0,0.2,0.2,0.7,0.9,19.0,44.0,33.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,95326,4956928,0
Daniel Maldini,ITA,FW,Spezia,Serie A,20,2001,18,4,628.0,7.0,2,0,2,2,0,0,1,0,1.2,1.2,0.5,1.7,13.0,10.0,34.0,0.29,0.0,0.29,0.29,0.29,0.17,0.07,0.24,0.17,0.24,11776,612338,1
Youssef Maleh,MAR,MF,Fiorentina,Serie A,23,1998,7,4,297.0,3.3,0,0,0,0,0,0,2,0,0.6,0.6,0.6,1.2,3.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.17,0.2,0.36,0.17,0.36,27337,1421499,1
Donyell Malen,NED,FW,Dortmund,Bundesliga,23,1999,26,22,1706.0,19.0,9,6,15,9,0,0,0,0,9.1,9.1,4.4,13.5,87.0,60.0,182.0,0.47,0.32,0.79,0.47,0.79,0.48,0.23,0.71,0.48,0.71,94626,4920573,0
Ruslan Malinovskyi,UKR,MF,Atalanta,Serie A,29,1993,15,5,553.0,6.1,1,2,3,1,0,0,2,0,0.6,0.6,2.0,2.6,19.0,50.0,36.0,0.16,0.33,0.49,0.16,0.49,0.1,0.33,0.43,0.1,0.43,26916,1399630,1
Hugo Mallo,ESP,DF,Celta Vigo,La Liga,31,1991,26,26,2163.0,24.0,0,1,1,0,0,0,6,1,1.4,1.4,2.6,3.9,27.0,93.0,108.0,0.0,0.04,0.04,0.0,0.04,0.06,0.11,0.16,0.06,0.16,54463,2832063,2
Mickael Malsa,MTQ,MF,Valladolid,La Liga,26,1995,5,0,69.0,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12617,656076,1
Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,21,2000,38,38,3420.0,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31542,1640191,2
Gianluca Mancini,ITA,DF,Roma,Serie A,26,1996,35,33,2858.0,31.8,1,2,3,1,0,0,7,0,2.3,2.3,1.6,3.9,17.0,93.0,19.0,0.03,0.06,0.09,0.03,0.09,0.07,0.05,0.12,0.07,0.12,136262,7085625,2
Steve Mandanda,FRA,GK,Rennes,Ligue 1,37,1985,34,34,3014.0,33.5,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,137734,7162167,2
Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,28,1994,22,22,1857.0,20.6,0,0,0,0,0,0,4,0,0.4,0.4,0.5,0.9,28.0,70.0,41.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,16822,874768,0
